lineage_id,output_file,output_record_id,output_column,output_value,output_unit,lineage_role,source_record_id,transformation_id,scenario_id,parent_input_ids,verification_status,notes
dc_params.csv:C06:warehouse_area_sqm,dc_params.csv,C06,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C06:fixed_operating_multiplier,dc_params.csv,C06,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C06:f_j_cny_per_year,dc_params.csv,C06,f_j_cny_per_year,3196800.0,CNY/year,derived,RENT_C06,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C06:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C06:rent_status,dc_params.csv,C06,rent_status,city_average,configuration,identifier,RENT_C06,,,[],pending_verification,
dc_params.csv:C07:dc_id,dc_params.csv,C07,dc_id,C07,configuration,identifier,NODE_C07,,,[],documented,
dc_params.csv:C07:city,dc_params.csv,C07,city,Hefei,configuration,identifier,NODE_C07,,,[],documented,
dc_params.csv:C07:warehouse_rent_cny_per_sqm_month,dc_params.csv,C07,warehouse_rent_cny_per_sqm_month,17.0,CNY/(m2*month),observed,RENT_C07,,,[],pending_verification,
dc_params.csv:C07:warehouse_area_sqm,dc_params.csv,C07,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C07:fixed_operating_multiplier,dc_params.csv,C07,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C07:f_j_cny_per_year,dc_params.csv,C07,f_j_cny_per_year,2448000.0,CNY/year,derived,RENT_C07,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C07:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C07:rent_status,dc_params.csv,C07,rent_status,specific_listing,configuration,identifier,RENT_C07,,,[],pending_verification,
dc_params.csv:C08:dc_id,dc_params.csv,C08,dc_id,C08,configuration,identifier,NODE_C08,,,[],documented,
dc_params.csv:C08:city,dc_params.csv,C08,city,Jiaxing,configuration,identifier,NODE_C08,,,[],documented,
dc_params.csv:C08:warehouse_rent_cny_per_sqm_month,dc_params.csv,C08,warehouse_rent_cny_per_sqm_month,15.0,CNY/(m2*month),observed,RENT_C08,,,[],pending_verification,
dc_params.csv:C08:warehouse_area_sqm,dc_params.csv,C08,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C08:fixed_operating_multiplier,dc_params.csv,C08,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C08:f_j_cny_per_year,dc_params.csv,C08,f_j_cny_per_year,2160000.0,CNY/year,derived,RENT_C08,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C08:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C08:rent_status,dc_params.csv,C08,rent_status,city_average,configuration,identifier,RENT_C08,,,[],pending_verification,
inventory_params.csv:C01:dc_id,inventory_params.csv,C01,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
inventory_params.csv:C01:F_j_cny_per_order,inventory_params.csv,C01,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C01:g_j_cny_per_order,inventory_params.csv,C01,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C01:h_cny_per_tonne_year,inventory_params.csv,C01,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C01:L_j_days,inventory_params.csv,C01,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C01:alpha,inventory_params.csv,C01,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C01:z_alpha,inventory_params.csv,C01,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C02:dc_id,inventory_params.csv,C02,dc_id,C02,configuration,identifier,NODE_C02,,,[],documented,
inventory_params.csv:C02:F_j_cny_per_order,inventory_params.csv,C02,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C02:g_j_cny_per_order,inventory_params.csv,C02,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C02:h_cny_per_tonne_year,inventory_params.csv,C02,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C02:L_j_days,inventory_params.csv,C02,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C02:alpha,inventory_params.csv,C02,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C02:z_alpha,inventory_params.csv,C02,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C03:dc_id,inventory_params.csv,C03,dc_id,C03,configuration,identifier,NODE_C03,,,[],documented,
inventory_params.csv:C03:F_j_cny_per_order,inventory_params.csv,C03,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C03:g_j_cny_per_order,inventory_params.csv,C03,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C03:h_cny_per_tonne_year,inventory_params.csv,C03,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C03:L_j_days,inventory_params.csv,C03,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C03:alpha,inventory_params.csv,C03,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C03:z_alpha,inventory_params.csv,C03,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C04:dc_id,inventory_params.csv,C04,dc_id,C04,configuration,identifier,NODE_C04,,,[],documented,
inventory_params.csv:C04:F_j_cny_per_order,inventory_params.csv,C04,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C04:g_j_cny_per_order,inventory_params.csv,C04,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C04:h_cny_per_tonne_year,inventory_params.csv,C04,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C04:L_j_days,inventory_params.csv,C04,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C04:alpha,inventory_params.csv,C04,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C04:z_alpha,inventory_params.csv,C04,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C05:dc_id,inventory_params.csv,C05,dc_id,C05,configuration,identifier,NODE_C05,,,[],documented,
inventory_params.csv:C05:F_j_cny_per_order,inventory_params.csv,C05,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C05:g_j_cny_per_order,inventory_params.csv,C05,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C05:h_cny_per_tonne_year,inventory_params.csv,C05,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C05:L_j_days,inventory_params.csv,C05,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C05:alpha,inventory_params.csv,C05,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C05:z_alpha,inventory_params.csv,C05,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C06:dc_id,inventory_params.csv,C06,dc_id,C06,configuration,identifier,NODE_C06,,,[],documented,
inventory_params.csv:C06:F_j_cny_per_order,inventory_params.csv,C06,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C06:g_j_cny_per_order,inventory_params.csv,C06,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C06:h_cny_per_tonne_year,inventory_params.csv,C06,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C06:L_j_days,inventory_params.csv,C06,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C06:alpha,inventory_params.csv,C06,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C06:z_alpha,inventory_params.csv,C06,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C07:dc_id,inventory_params.csv,C07,dc_id,C07,configuration,identifier,NODE_C07,,,[],documented,
inventory_params.csv:C07:F_j_cny_per_order,inventory_params.csv,C07,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C07:g_j_cny_per_order,inventory_params.csv,C07,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C07:h_cny_per_tonne_year,inventory_params.csv,C07,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C07:L_j_days,inventory_params.csv,C07,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C07:alpha,inventory_params.csv,C07,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C07:z_alpha,inventory_params.csv,C07,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
inventory_params.csv:C08:dc_id,inventory_params.csv,C08,dc_id,C08,configuration,identifier,NODE_C08,,,[],documented,
inventory_params.csv:C08:F_j_cny_per_order,inventory_params.csv,C08,F_j_cny_per_order,1000,CNY/order,scenario,,,SCEN_F_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C08:g_j_cny_per_order,inventory_params.csv,C08,g_j_cny_per_order,5000,CNY/order,scenario,,,SCEN_G_J_CNY_PER_ORDER,[],documented,
inventory_params.csv:C08:h_cny_per_tonne_year,inventory_params.csv,C08,h_cny_per_tonne_year,300,CNY/(tonne*year),scenario,,,SCEN_HOLDING_COST_H_CNY_PER_TONNE_YEAR,[],documented,
inventory_params.csv:C08:L_j_days,inventory_params.csv,C08,L_j_days,1,day,scenario,,,SCEN_LEAD_TIME_DAYS,[],documented,
inventory_params.csv:C08:alpha,inventory_params.csv,C08,alpha,0.975,ratio,scenario,,,SCEN_ALPHA,[],documented,
inventory_params.csv:C08:z_alpha,inventory_params.csv,C08,z_alpha,1.96,ratio,scenario,,,SCEN_Z_ALPHA,[],documented,
dc_emission_params.csv:C01:dc_id,dc_emission_params.csv,C01,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_emission_params.csv:C01:hat_f_j_tco2e_per_year,dc_emission_params.csv,C01,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C01:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C01,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C02:dc_id,dc_emission_params.csv,C02,dc_id,C02,configuration,identifier,NODE_C02,,,[],documented,
dc_emission_params.csv:C02:hat_f_j_tco2e_per_year,dc_emission_params.csv,C02,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C02:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C02,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C03:dc_id,dc_emission_params.csv,C03,dc_id,C03,configuration,identifier,NODE_C03,,,[],documented,
dc_emission_params.csv:C03:hat_f_j_tco2e_per_year,dc_emission_params.csv,C03,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C03:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C03,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C04:dc_id,dc_emission_params.csv,C04,dc_id,C04,configuration,identifier,NODE_C04,,,[],documented,
dc_emission_params.csv:C04:hat_f_j_tco2e_per_year,dc_emission_params.csv,C04,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C04:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C04,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C05:dc_id,dc_emission_params.csv,C05,dc_id,C05,configuration,identifier,NODE_C05,,,[],documented,
dc_emission_params.csv:C05:hat_f_j_tco2e_per_year,dc_emission_params.csv,C05,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C05:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C05,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C06:dc_id,dc_emission_params.csv,C06,dc_id,C06,configuration,identifier,NODE_C06,,,[],documented,
dc_emission_params.csv:C06:hat_f_j_tco2e_per_year,dc_emission_params.csv,C06,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C06:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C06,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C07:dc_id,dc_emission_params.csv,C07,dc_id,C07,configuration,identifier,NODE_C07,,,[],documented,
dc_emission_params.csv:C07:hat_f_j_tco2e_per_year,dc_emission_params.csv,C07,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C07:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C07,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
dc_emission_params.csv:C08:dc_id,dc_emission_params.csv,C08,dc_id,C08,configuration,identifier,NODE_C08,,,[],documented,
dc_emission_params.csv:C08:hat_f_j_tco2e_per_year,dc_emission_params.csv,C08,hat_f_j_tco2e_per_year,110,tCO2e/year,scenario,,,SCEN_FIXED_DC_EMISSION_TCO2E_PER_YEAR,[],documented,
dc_emission_params.csv:C08:hat_h_tco2e_per_tonne_year,dc_emission_params.csv,C08,hat_h_tco2e_per_tonne_year,0.00055,tCO2e/(tonne*year),scenario,,,SCEN_INVENTORY_EMISSION_FACTOR_TCO2E_PER_TONNE_YEAR,[],documented,
supplier_dc.csv:S1|C01:supplier_id,supplier_dc.csv,S1|C01,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C01:dc_id,supplier_dc.csv,S1|C01,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
supplier_dc.csv:S1|C01:road_distance_km,supplier_dc.csv,S1|C01,road_distance_km,324.967,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C01"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C01:transport_cost_baseline,supplier_dc.csv,S1|C01,transport_cost_baseline,126.737286,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C01:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C02:supplier_id,supplier_dc.csv,S1|C02,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C02:dc_id,supplier_dc.csv,S1|C02,dc_id,C02,configuration,identifier,NODE_C02,,,[],documented,
supplier_dc.csv:S1|C02:road_distance_km,supplier_dc.csv,S1|C02,road_distance_km,58.846,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C02"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C02:transport_cost_baseline,supplier_dc.csv,S1|C02,transport_cost_baseline,22.949862,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C02:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C03:supplier_id,supplier_dc.csv,S1|C03,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C03:dc_id,supplier_dc.csv,S1|C03,dc_id,C03,configuration,identifier,NODE_C03,,,[],documented,
supplier_dc.csv:S1|C03:road_distance_km,supplier_dc.csv,S1|C03,road_distance_km,236.018,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C03"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C03:transport_cost_baseline,supplier_dc.csv,S1|C03,transport_cost_baseline,92.047059,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C03:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C04:supplier_id,supplier_dc.csv,S1|C04,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C04:dc_id,supplier_dc.csv,S1|C04,dc_id,C04,configuration,identifier,NODE_C04,,,[],documented,
supplier_dc.csv:S1|C04:road_distance_km,supplier_dc.csv,S1|C04,road_distance_km,207.519,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C04"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C04:transport_cost_baseline,supplier_dc.csv,S1|C04,transport_cost_baseline,80.932527,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C04:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C05:supplier_id,supplier_dc.csv,S1|C05,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C05:dc_id,supplier_dc.csv,S1|C05,dc_id,C05,configuration,identifier,NODE_C05,,,[],documented,
supplier_dc.csv:S1|C05:road_distance_km,supplier_dc.csv,S1|C05,road_distance_km,285.56,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C05"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C05:transport_cost_baseline,supplier_dc.csv,S1|C05,transport_cost_baseline,111.368556,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C05:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C06:supplier_id,supplier_dc.csv,S1|C06,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C06:dc_id,supplier_dc.csv,S1|C06,dc_id,C06,configuration,identifier,NODE_C06,,,[],documented,
supplier_dc.csv:S1|C06:road_distance_km,supplier_dc.csv,S1|C06,road_distance_km,426.765,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C06"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C06:transport_cost_baseline,supplier_dc.csv,S1|C06,transport_cost_baseline,166.438272,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C06:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C07:supplier_id,supplier_dc.csv,S1|C07,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C07:dc_id,supplier_dc.csv,S1|C07,dc_id,C07,configuration,identifier,NODE_C07,,,[],documented,
supplier_dc.csv:S1|C07:road_distance_km,supplier_dc.csv,S1|C07,road_distance_km,153.083,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C07"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C07:transport_cost_baseline,supplier_dc.csv,S1|C07,transport_cost_baseline,59.702409,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C07:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
supplier_dc.csv:S1|C08:supplier_id,supplier_dc.csv,S1|C08,supplier_id,S1,configuration,identifier,NODE_S1,,,[],documented,
supplier_dc.csv:S1|C08:dc_id,supplier_dc.csv,S1|C08,dc_id,C08,configuration,identifier,NODE_C08,,,[],documented,
supplier_dc.csv:S1|C08:road_distance_km,supplier_dc.csv,S1|C08,road_distance_km,290.655,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_S1"", ""NODE_C08"", ""OSRM_CACHE_001""]",pending_verification,
supplier_dc.csv:S1|C08:transport_cost_baseline,supplier_dc.csv,S1|C08,transport_cost_baseline,113.355294,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""supplier_dc.csv:S1|C08:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
dc_market.csv:C01|C01:dc_id,dc_market.csv,C01|C01,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_market.csv:C01|C01:market_id,dc_market.csv,C01|C01,market_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_market.csv:C01|C01:road_distance_km,dc_market.csv,C01|C01,road_distance_km,0.0,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_C01"", ""NODE_C01"", ""OSRM_CACHE_001""]",pending_verification,
dc_market.csv:C01|C01:transport_cost_baseline,dc_market.csv,C01|C01,transport_cost_baseline,0.0,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""dc_market.csv:C01|C01:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
dc_market.csv:C01|C02:dc_id,dc_market.csv,C01|C02,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_market.csv:C01|C02:market_id,dc_market.csv,C01|C02,market_id,C02,configuration,identifier,NODE_C02,,,[],documented,
dc_market.csv:C01|C02:road_distance_km,dc_market.csv,C01|C02,road_distance_km,299.202,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_C01"", ""NODE_C02"", ""OSRM_CACHE_001""]",pending_verification,
dc_market.csv:C01|C02:transport_cost_baseline,dc_market.csv,C01|C02,transport_cost_baseline,116.688858,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""dc_market.csv:C01|C02:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
dc_market.csv:C01|C03:dc_id,dc_market.csv,C01|C03,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_market.csv:C01|C03:market_id,dc_market.csv,C01|C03,market_id,C03,configuration,identifier,NODE_C03,,,[],documented,
dc_market.csv:C01|C03:road_distance_km,dc_market.csv,C01|C03,road_distance_km,95.671,km,derived,OSRM_CACHE_001,T_OSRM_METRE_KM_001,,"[""NODE_C01"", ""NODE_C03"", ""OSRM_CACHE_001""]",pending_verification,
dc_market.csv:C01|C03:transport_cost_baseline,dc_market.csv,C01|C03,transport_cost_baseline,37.311768,CNY/tonne,derived,SCENARIO_ASSUMPTION,T_TRANSPORT_COST_001,SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM,"[""dc_market.csv:C01|C03:road_distance_km"", ""SCEN_TRANSPORT_RATE_CNY_PER_TONNE_KM""]",documented,
dc_market.csv:C01|C04:dc_id,dc_market.csv,C01|C04,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_market.csv:C01|C04:market_id,dc_market.csv,C01|C04,market_id,C04,configuration,identifier,NODE_C04,,,[],documented,
