lineage_id,output_file,output_record_id,output_column,output_value,output_unit,lineage_role,source_record_id,transformation_id,scenario_id,parent_input_ids,verification_status,notes
market_params.csv:C06:v_i_baseline,market_params.csv,C06,v_i_baseline,140.0,CNY/tonne,derived,PRICE_C06,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:C06:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:C06:price_status,market_params.csv,C06,price_status,observed_brand_specific,configuration,identifier,PRICE_C06,,,[],pending_verification,
market_params.csv:C07:market_id,market_params.csv,C07,market_id,C07,configuration,identifier,STAT_C07,,,[],documented,
market_params.csv:C07:city,market_params.csv,C07,city,Hefei,configuration,identifier,STAT_C07,,,[],documented,
market_params.csv:C07:demand_weight,market_params.csv,C07,demand_weight,0.05833481,ratio,derived,STAT_C07,T_DEMAND_WEIGHT_001,,"[""STAT_C07"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:C07:mu_annual_tonnes,market_params.csv,C07,mu_annual_tonnes,58334.814852,tonnes/year,derived,STAT_C07,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:C07:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:C07:mu_daily_tonnes,market_params.csv,C07,mu_daily_tonnes,159.821411,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:C07:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:C07:sigma2_daily,market_params.csv,C07,sigma2_daily,1021.715331,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:C07:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:C07:observed_price_cny_per_tonne,market_params.csv,C07,observed_price_cny_per_tonne,3360.0,CNY/tonne,observed,PRICE_C07,,,[],pending_verification,
market_params.csv:C07:v_i_baseline,market_params.csv,C07,v_i_baseline,360.0,CNY/tonne,derived,PRICE_C07,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:C07:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:C07:price_status,market_params.csv,C07,price_status,observed,configuration,identifier,PRICE_C07,,,[],pending_verification,
market_params.csv:C08:market_id,market_params.csv,C08,market_id,C08,configuration,identifier,STAT_C08,,,[],documented,
market_params.csv:C08:city,market_params.csv,C08,city,Jiaxing,configuration,identifier,STAT_C08,,,[],documented,
market_params.csv:C08:demand_weight,market_params.csv,C08,demand_weight,0.04411411,ratio,derived,STAT_C08,T_DEMAND_WEIGHT_001,,"[""STAT_C08"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:C08:mu_annual_tonnes,market_params.csv,C08,mu_annual_tonnes,44114.112716,tonnes/year,derived,STAT_C08,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:C08:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:C08:mu_daily_tonnes,market_params.csv,C08,mu_daily_tonnes,120.860583,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:C08:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:C08:sigma2_daily,market_params.csv,C08,sigma2_daily,584.291219,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:C08:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:C08:observed_price_cny_per_tonne,market_params.csv,C08,observed_price_cny_per_tonne,3440.0,CNY/tonne,observed,PRICE_C08,,,[],pending_verification,
market_params.csv:C08:v_i_baseline,market_params.csv,C08,v_i_baseline,440.0,CNY/tonne,derived,PRICE_C08,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:C08:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:C08:price_status,market_params.csv,C08,price_status,observed,configuration,identifier,PRICE_C08,,,[],pending_verification,
market_params.csv:M09:market_id,market_params.csv,M09,market_id,M09,configuration,identifier,STAT_M09,,,[],documented,
market_params.csv:M09:city,market_params.csv,M09,city,Changzhou,configuration,identifier,STAT_M09,,,[],documented,
market_params.csv:M09:demand_weight,market_params.csv,M09,demand_weight,0.06042952,ratio,derived,STAT_M09,T_DEMAND_WEIGHT_001,,"[""STAT_M09"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M09:mu_annual_tonnes,market_params.csv,M09,mu_annual_tonnes,60429.518257,tonnes/year,derived,STAT_M09,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M09:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M09:mu_daily_tonnes,market_params.csv,M09,mu_daily_tonnes,165.560324,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M09:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M09:sigma2_daily,market_params.csv,M09,sigma2_daily,1096.408835,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M09:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M09:observed_price_cny_per_tonne,market_params.csv,M09,observed_price_cny_per_tonne,3265.0,CNY/tonne,observed,PRICE_M09,,,[],pending_verification,
market_params.csv:M09:v_i_baseline,market_params.csv,M09,v_i_baseline,265.0,CNY/tonne,derived,PRICE_M09,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M09:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M09:price_status,market_params.csv,M09,price_status,observed_range_midpoint,configuration,identifier,PRICE_M09,,,[],pending_verification,
market_params.csv:M10:market_id,market_params.csv,M10,market_id,M10,configuration,identifier,STAT_M10,,,[],documented,
market_params.csv:M10:city,market_params.csv,M10,city,Nantong,configuration,identifier,STAT_M10,,,[],documented,
market_params.csv:M10:demand_weight,market_params.csv,M10,demand_weight,0.06945268,ratio,derived,STAT_M10,T_DEMAND_WEIGHT_001,,"[""STAT_M10"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M10:mu_annual_tonnes,market_params.csv,M10,mu_annual_tonnes,69452.675106,tonnes/year,derived,STAT_M10,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M10:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M10:mu_daily_tonnes,market_params.csv,M10,mu_daily_tonnes,190.281302,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M10:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M10:sigma2_daily,market_params.csv,M10,sigma2_daily,1448.27895,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M10:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M10:observed_price_cny_per_tonne,market_params.csv,M10,observed_price_cny_per_tonne,3320.0,CNY/tonne,observed,PRICE_M10,,,[],pending_verification,
market_params.csv:M10:v_i_baseline,market_params.csv,M10,v_i_baseline,320.0,CNY/tonne,derived,PRICE_M10,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M10:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M10:price_status,market_params.csv,M10,price_status,observed,configuration,identifier,PRICE_M10,,,[],pending_verification,
market_params.csv:M11:market_id,market_params.csv,M11,market_id,M11,configuration,identifier,STAT_M11,,,[],documented,
market_params.csv:M11:city,market_params.csv,M11,city,Taizhou (Jiangsu),configuration,identifier,STAT_M11,,,[],documented,
market_params.csv:M11:demand_weight,market_params.csv,M11,demand_weight,0.03906201,ratio,derived,STAT_M11,T_DEMAND_WEIGHT_001,,"[""STAT_M11"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M11:mu_annual_tonnes,market_params.csv,M11,mu_annual_tonnes,39062.014979,tonnes/year,derived,STAT_M11,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M11:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M11:mu_daily_tonnes,market_params.csv,M11,mu_daily_tonnes,107.019219,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M11:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M11:sigma2_daily,market_params.csv,M11,sigma2_daily,458.12453,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M11:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M11:observed_price_cny_per_tonne,market_params.csv,M11,observed_price_cny_per_tonne,3240.0,CNY/tonne,observed,PRICE_M11,,,[],pending_verification,
market_params.csv:M11:v_i_baseline,market_params.csv,M11,v_i_baseline,240.0,CNY/tonne,derived,PRICE_M11,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M11:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M11:price_status,market_params.csv,M11,price_status,observed_range_midpoint,configuration,identifier,PRICE_M11,,,[],pending_verification,
market_params.csv:M12:market_id,market_params.csv,M12,market_id,M12,configuration,identifier,STAT_M12,,,[],documented,
market_params.csv:M12:city,market_params.csv,M12,city,Shaoxing,configuration,identifier,STAT_M12,,,[],documented,
market_params.csv:M12:demand_weight,market_params.csv,M12,demand_weight,0.04695005,ratio,derived,STAT_M12,T_DEMAND_WEIGHT_001,,"[""STAT_M12"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M12:mu_annual_tonnes,market_params.csv,M12,mu_annual_tonnes,46950.045998,tonnes/year,derived,STAT_M12,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M12:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M12:mu_daily_tonnes,market_params.csv,M12,mu_daily_tonnes,128.630263,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M12:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M12:sigma2_daily,market_params.csv,M12,sigma2_daily,661.829782,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M12:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M12:observed_price_cny_per_tonne,market_params.csv,M12,observed_price_cny_per_tonne,3610.0,CNY/tonne,observed,PRICE_M12,,,[],pending_verification,
market_params.csv:M12:v_i_baseline,market_params.csv,M12,v_i_baseline,610.0,CNY/tonne,derived,PRICE_M12,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M12:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M12:price_status,market_params.csv,M12,price_status,observed_older_date,configuration,identifier,PRICE_M12,,,[],pending_verification,
market_params.csv:M13:market_id,market_params.csv,M13,market_id,M13,configuration,identifier,STAT_M13,,,[],documented,
market_params.csv:M13:city,market_params.csv,M13,city,Huzhou,configuration,identifier,STAT_M13,,,[],documented,
market_params.csv:M13:demand_weight,market_params.csv,M13,demand_weight,0.02325397,ratio,derived,STAT_M13,T_DEMAND_WEIGHT_001,,"[""STAT_M13"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M13:mu_annual_tonnes,market_params.csv,M13,mu_annual_tonnes,23253.970942,tonnes/year,derived,STAT_M13,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M13:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M13:mu_daily_tonnes,market_params.csv,M13,mu_daily_tonnes,63.709509,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M13:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M13:sigma2_daily,market_params.csv,M13,sigma2_daily,162.356064,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M13:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M13:observed_price_cny_per_tonne,market_params.csv,M13,observed_price_cny_per_tonne,3260.0,CNY/tonne,observed,PRICE_M13,,,[],pending_verification,
market_params.csv:M13:v_i_baseline,market_params.csv,M13,v_i_baseline,260.0,CNY/tonne,derived,PRICE_M13,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M13:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M13:price_status,market_params.csv,M13,price_status,observed_spec_band,configuration,identifier,PRICE_M13,,,[],pending_verification,
market_params.csv:M14:market_id,market_params.csv,M14,market_id,M14,configuration,identifier,STAT_M14,,,[],documented,
market_params.csv:M14:city,market_params.csv,M14,city,Wuhu,configuration,identifier,STAT_M14,,,[],documented,
market_params.csv:M14:demand_weight,market_params.csv,M14,demand_weight,0.02699422,ratio,derived,STAT_M14,T_DEMAND_WEIGHT_001,,"[""STAT_M14"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M14:mu_annual_tonnes,market_params.csv,M14,mu_annual_tonnes,26994.218783,tonnes/year,derived,STAT_M14,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M14:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M14:mu_daily_tonnes,market_params.csv,M14,mu_daily_tonnes,73.956764,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M14:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M14:sigma2_daily,market_params.csv,M14,sigma2_daily,218.784116,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M14:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M14:observed_price_cny_per_tonne,market_params.csv,M14,observed_price_cny_per_tonne,3220.0,CNY/tonne,observed,PRICE_M14,,,[],pending_verification,
market_params.csv:M14:v_i_baseline,market_params.csv,M14,v_i_baseline,220.0,CNY/tonne,derived,PRICE_M14,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M14:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M14:price_status,market_params.csv,M14,price_status,observed,configuration,identifier,PRICE_M14,,,[],pending_verification,
market_params.csv:M15:market_id,market_params.csv,M15,market_id,M15,configuration,identifier,STAT_M15,,,[],documented,
market_params.csv:M15:city,market_params.csv,M15,city,Jinhua,configuration,identifier,STAT_M15,,,[],documented,
market_params.csv:M15:demand_weight,market_params.csv,M15,demand_weight,0.03041688,ratio,derived,STAT_M15,T_DEMAND_WEIGHT_001,,"[""STAT_M15"", ""STAT_C01"", ""STAT_C02"", ""STAT_C03"", ""STAT_C04"", ""STAT_C05"", ""STAT_C06"", ""STAT_C07"", ""STAT_C08"", ""STAT_M09"", ""STAT_M10"", ""STAT_M11"", ""STAT_M12"", ""STAT_M13"", ""STAT_M14"", ""STAT_M15""]",documented,
market_params.csv:M15:mu_annual_tonnes,market_params.csv,M15,mu_annual_tonnes,30416.880664,tonnes/year,derived,STAT_M15,T_MARKET_DEMAND_001,SCEN_REGIONAL_TOTAL_DEMAND_TONNES,"[""market_params.csv:M15:demand_weight"", ""SCEN_REGIONAL_TOTAL_DEMAND_TONNES""]",documented,
market_params.csv:M15:mu_daily_tonnes,market_params.csv,M15,mu_daily_tonnes,83.33392,tonnes/day,derived,SCENARIO_ASSUMPTION,T_DAILY_DEMAND_001,SCEN_OPERATING_DAYS,"[""market_params.csv:M15:mu_annual_tonnes"", ""SCEN_OPERATING_DAYS""]",documented,
market_params.csv:M15:sigma2_daily,market_params.csv,M15,sigma2_daily,277.781686,(tonnes/day)^2,derived,SCENARIO_ASSUMPTION,T_DAILY_VARIANCE_001,SCEN_DEMAND_CV,"[""market_params.csv:M15:mu_daily_tonnes"", ""SCEN_DEMAND_CV""]",documented,
market_params.csv:M15:observed_price_cny_per_tonne,market_params.csv,M15,observed_price_cny_per_tonne,3453.33,CNY/tonne,proxy,PRICE_M15,,,[],pending_verification,
market_params.csv:M15:v_i_baseline,market_params.csv,M15,v_i_baseline,453.3299999999999,CNY/tonne,derived,PRICE_M15,T_RESERVATION_PRICE_001,SCEN_PRODUCTION_COST_CNY_PER_TONNE,"[""market_params.csv:M15:observed_price_cny_per_tonne"", ""SCEN_PRODUCTION_COST_CNY_PER_TONNE""]",pending_verification,
market_params.csv:M15:price_status,market_params.csv,M15,price_status,derived_proxy,configuration,proxy,PRICE_M15,,,[],pending_verification,
dc_params.csv:C01:dc_id,dc_params.csv,C01,dc_id,C01,configuration,identifier,NODE_C01,,,[],documented,
dc_params.csv:C01:city,dc_params.csv,C01,city,Shanghai,configuration,identifier,NODE_C01,,,[],documented,
dc_params.csv:C01:warehouse_rent_cny_per_sqm_month,dc_params.csv,C01,warehouse_rent_cny_per_sqm_month,35.8,CNY/(m2*month),observed,RENT_C01,,,[],pending_verification,
dc_params.csv:C01:warehouse_area_sqm,dc_params.csv,C01,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C01:fixed_operating_multiplier,dc_params.csv,C01,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C01:f_j_cny_per_year,dc_params.csv,C01,f_j_cny_per_year,5155200.0,CNY/year,derived,RENT_C01,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C01:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C01:rent_status,dc_params.csv,C01,rent_status,city_average,configuration,identifier,RENT_C01,,,[],pending_verification,
dc_params.csv:C02:dc_id,dc_params.csv,C02,dc_id,C02,configuration,identifier,NODE_C02,,,[],documented,
dc_params.csv:C02:city,dc_params.csv,C02,city,Nanjing,configuration,identifier,NODE_C02,,,[],documented,
dc_params.csv:C02:warehouse_rent_cny_per_sqm_month,dc_params.csv,C02,warehouse_rent_cny_per_sqm_month,21.0,CNY/(m2*month),observed,RENT_C02,,,[],pending_verification,
dc_params.csv:C02:warehouse_area_sqm,dc_params.csv,C02,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C02:fixed_operating_multiplier,dc_params.csv,C02,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C02:f_j_cny_per_year,dc_params.csv,C02,f_j_cny_per_year,3024000.0,CNY/year,derived,RENT_C02,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C02:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C02:rent_status,dc_params.csv,C02,rent_status,specific_listing,configuration,identifier,RENT_C02,,,[],pending_verification,
dc_params.csv:C03:dc_id,dc_params.csv,C03,dc_id,C03,configuration,identifier,NODE_C03,,,[],documented,
dc_params.csv:C03:city,dc_params.csv,C03,city,Suzhou,configuration,identifier,NODE_C03,,,[],documented,
dc_params.csv:C03:warehouse_rent_cny_per_sqm_month,dc_params.csv,C03,warehouse_rent_cny_per_sqm_month,22.5,CNY/(m2*month),observed,RENT_C03,,,[],pending_verification,
dc_params.csv:C03:warehouse_area_sqm,dc_params.csv,C03,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C03:fixed_operating_multiplier,dc_params.csv,C03,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C03:f_j_cny_per_year,dc_params.csv,C03,f_j_cny_per_year,3240000.0,CNY/year,derived,RENT_C03,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C03:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C03:rent_status,dc_params.csv,C03,rent_status,city_average,configuration,identifier,RENT_C03,,,[],pending_verification,
dc_params.csv:C04:dc_id,dc_params.csv,C04,dc_id,C04,configuration,identifier,NODE_C04,,,[],documented,
dc_params.csv:C04:city,dc_params.csv,C04,city,Wuxi,configuration,identifier,NODE_C04,,,[],documented,
dc_params.csv:C04:warehouse_rent_cny_per_sqm_month,dc_params.csv,C04,warehouse_rent_cny_per_sqm_month,19.8,CNY/(m2*month),observed,RENT_C04,,,[],pending_verification,
dc_params.csv:C04:warehouse_area_sqm,dc_params.csv,C04,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C04:fixed_operating_multiplier,dc_params.csv,C04,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C04:f_j_cny_per_year,dc_params.csv,C04,f_j_cny_per_year,2851200.0,CNY/year,derived,RENT_C04,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C04:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C04:rent_status,dc_params.csv,C04,rent_status,city_average,configuration,identifier,RENT_C04,,,[],pending_verification,
dc_params.csv:C05:dc_id,dc_params.csv,C05,dc_id,C05,configuration,identifier,NODE_C05,,,[],documented,
dc_params.csv:C05:city,dc_params.csv,C05,city,Hangzhou,configuration,identifier,NODE_C05,,,[],documented,
dc_params.csv:C05:warehouse_rent_cny_per_sqm_month,dc_params.csv,C05,warehouse_rent_cny_per_sqm_month,21.0,CNY/(m2*month),observed,RENT_C05,,,[],pending_verification,
dc_params.csv:C05:warehouse_area_sqm,dc_params.csv,C05,warehouse_area_sqm,10000,m2,scenario,,,SCEN_WAREHOUSE_AREA_SQM,[],documented,
dc_params.csv:C05:fixed_operating_multiplier,dc_params.csv,C05,fixed_operating_multiplier,1.2,ratio,scenario,,,SCEN_FIXED_OPERATING_MULTIPLIER,[],documented,
dc_params.csv:C05:f_j_cny_per_year,dc_params.csv,C05,f_j_cny_per_year,3024000.0,CNY/year,derived,RENT_C05,T_DC_FIXED_COST_001,SCEN_WAREHOUSE_AREA_SQM|SCEN_FIXED_OPERATING_MULTIPLIER,"[""dc_params.csv:C05:warehouse_rent_cny_per_sqm_month"", ""SCEN_WAREHOUSE_AREA_SQM"", ""SCEN_FIXED_OPERATING_MULTIPLIER""]",pending_verification,
dc_params.csv:C05:rent_status,dc_params.csv,C05,rent_status,city_average,configuration,identifier,RENT_C05,,,[],pending_verification,
dc_params.csv:C06:dc_id,dc_params.csv,C06,dc_id,C06,configuration,identifier,NODE_C06,,,[],documented,
dc_params.csv:C06:city,dc_params.csv,C06,city,Ningbo,configuration,identifier,NODE_C06,,,[],documented,
dc_params.csv:C06:warehouse_rent_cny_per_sqm_month,dc_params.csv,C06,warehouse_rent_cny_per_sqm_month,22.2,CNY/(m2*month),observed,RENT_C06,,,[],pending_verification,
